ORIG_KEGG	ID_CODE	ORGANISM_NAME
pmaw	PM^	Planctobacterium marinum
haro	HAC	Halioxenophilus aromaticivorans
oim	OIM	Opacimonas immobilis
nix	NIX	Ningiella algicola
pin	PIN	Psychromonas ingrahamii
psy	PSY	Psychromonas sp. CNPT3
psys	PS	Psychromonas sp. GE-S-Ul-11
fbl	FBL	Ferrimonas balearica
fes	FES	Ferrimonas lipolytica
mvs	MVS	Moritella viscosa
mya	MYA	Moritella yayanosii
mmaa	MM7	Moritella marina
moq	MOQ	Moritella sp. 36
aqn	AQN	Aegicerorhabdus qinzhovensis
cja	CJA	Cellvibrio japonicus
ceb	CEB	Cellvibrio sp. PSBB023
cell	CE3	Cellvibrio sp. PSBB006
cek	CEK	Cellvibrio sp. KY-YJ-3
ceg	CEG	Cellvibrio sp. KY-GH-1
sde	SDE	Saccharophagus degradans
ttu	TTU	Teredinibacter turnerae
saga	SAJ	Simiduia agarivorans
slio	SL9	Simiduia litorea
marq	MAJ	Marinagarivorans cellulosilyticus
gil	GIL	Gilvimarinus sp. DA14
gjp	GJP	Gilvimarinus japonicus
mke	MKE	Marinimicrobium sp. C6131
mny	MNY	Maricurvus nonylphenolicus
spoi	SPH	Spongiibacter sp. IMCC21906
snan	SN3	Spongiibacter nanhainus
staw	STC	Spongiibacter taiwanensis
zal	ZAL	Zhongshania aliphaticivorans
osg	OSG	Oceanicoccus sagamiensis
mthd	MT3	Microbulbifer thermotolerans
micc	MI4	Microbulbifer aggregans
maga	MAK	Microbulbifer agarilyticus
mii	MII	Microbulbifer sp. A4B17
mict	MI5	Microbulbifer sp. THAF38
mhyd	MHA	Microbulbifer hydrolyticus
mcel	MCB	Microbulbifer celer
micz	MI6	Microbulbifer sp. GL-2
mvb	MVB	Microbulbifer variabilis
mpaf	MP6	Microbulbifer pacificus
mbrg	MB6	Microbulbifer bruguierae
micl	MI7	Microbulbifer sp. SH-1
micy	MI8	Microbulbifer sp. YPW1
mspn	MS9	Microbulbifer spongiae
mcns	MCC	Microbulbifer sp. CNSA002
hja	HJA	Halioglobus japonicus
halc	HAD	Halioglobus maricola
haui	HAE	Halioglobus sp. Uisw_031
kim	KIM	Kineobactrum salinum
afus	AF7	Aequoribacter fuscus
paqm	PA|	Candidatus Paraluminiphilus aquimaris
cvb	CVB	Congregibacter variabilis
cbrv	CBA	Congregibacter brevis
port	PO3	Porticoccus sp. Uisw_050_02
cbu	CBU	Coxiella burnetii RSA 493
cbs	CBS	Coxiella burnetii RSA 331
cbd	CBD	Coxiella burnetii Dugway 5J108-111
cbg	CBG	Coxiella burnetii CbuG_Q212
cbc	CBC	Coxiella burnetii CbuK_Q154
cey	CEY	Coxiella mudrowiae
cea	CEA	Coxiella endosymbiont of Amblyomma americanum
cend	CE4	Coxiella endosymbiont of Amblyomma sculptum
ceno	CE5	Coxiella endosymbiont of Amblyomma nuttalli
cchr	CCM	Candidiatus Paracoxiella cheracis
rvi	RVI	Candidatus Rickettsiella viridis
alg	ALG	Aquicella lusitana
asip	ASF	Aquicella siphonis
ceq	CEQ	Coxiella-like endosymbiont of Amblyomma americanum
lpn	LPN	Legionella pneumophila subsp. pneumophila Philadelphia 1
lph	LPH	Legionella pneumophila subsp. pneumophila HL06041035
lpo	LPO	Legionella pneumophila subsp. pneumophila Lorraine
lpu	LPU	Legionella pneumophila subsp. pneumophila LPE509
lpm	LPM	Legionella pneumophila subsp. pneumophila Thunder Bay
lpf	LPF	Legionella pneumophila Lens
lpp	LPP	Legionella pneumophila Paris
lpc	LPC	Legionella pneumophila Corby
lpa	LPA	Legionella pneumophila 2300/99 Alcoy
lpe	LPE	Legionella pneumophila subsp. pneumophila ATCC 43290
llo	LLO	Legionella longbeachae
lfa	LFA	Legionella fallonii
lha	LHA	Legionella hackeliae
lok	LOK	Legionella oakridgensis
lcd	LCD	Legionella clemsonensis
les	LES	Candidatus Legionella polyplacis
lsh	LSH	Legionella sainthelensi
llg	LLG	Legionella lansingensis
lib	LIB	Legionella israelensis
lgt	LGT	Legionella geestiana
ljr	LJR	Legionella jordanis
lcj	LCJ	Legionella cherrii
lwa	LWA	Legionella waltersii
lss	LSS	Legionella spiritensis
ladl	LAA	Legionella adelaidensis
lant	LAB	Legionella antarctica
lly	LLY	Legionella lytica
lcad	LC4	Legionella cardiaca
tmc	TMC	Legionella micdadei
legi	LE5	Legionella sp. PC997
mca	MCA	Methylococcus capsulatus
metu	ME4	Methylococcus geothermalis
mmeo	MM8	Methylococcus mesophilus
meef	ME5	Methylococcus sp. EFPC2
mmt	MMT	Methylomonas methanica
mdn	MDN	Methylomonas denitrificans
mdh	MDH	Methylomonas sp. DH-1
mko	MKO	Methylomonas koyamae
metl	ME6	Methylomonas sp. LW13
mpad	MP7	Methylomonas paludis
mell	ME7	Methylomonas sp. LL1
mrp	MRP	Methylomonas rapida
mmot	MM9	Methylomonas montana
meep	ME8	Methylomonas sp. EFPC1
meec	ME9	Methylomonas sp. EFPC3
meup	MEA	Methylomonas sp. UP202
msta	MSA	Methylomonas stagni
mah	MAH	Methylotuvimicrobium alcaliphilum
mbur	MB7	Methylotuvimicrobium buryatense
mpsy	MP8	Methylovulum psychrotolerans
mmai	MMA	Methylocaldum marinum
msze	MSB	Methylocaldum szegediense
mmob	MMB	Candidatus Methylospira mobilis
mein	MEB	Methyloprofundus sp. INp10_methR40d
moz	MOZ	Methylogaea oryzae
misz	MI9	Methylomagnum ishizawai
mesl	MEC	Methylobacter sp. S3L5C
maac	MAL	Methylobacter arcticus
mech	MED	Methylomarinum roseum
mlau	ML3	Methylomicrobium lacus
meiy	MEE	Methylomarinovum tepidoasis
mcau	MCD	Methylomarinovum caldicuralii
ftu	FTU	Francisella tularensis subsp. tularensis SCHU S4
ftq	FTQ	Francisella tularensis subsp. tularensis SCHU S4 NR-28534
ftf	FTF	Francisella tularensis subsp. tularensis FSC198
ftw	FTW	Francisella tularensis subsp. tularensis WY96-3418
ftr	FTR	Francisella tularensis subsp. tularensis NE061598
ftt	FTT	Francisella tularensis subsp. tularensis TI0902
ftg	FTG	Francisella tularensis subsp. tularensis TIGB03
ftl	FTL	Francisella tularensis subsp. holarctica LVS
fth	FTH	Francisella tularensis subsp. holarctica OSU18
fta	FTA	Francisella tularensis subsp. holarctica FTNF002-00
fts	FTS	Francisella tularensis subsp. holarctica F92
fti	FTI	Francisella tularensis subsp. holarctica FSC200
fto	FTO	Francisella tularensis subsp. holarctica PHIT-FT049
ftc	FTC	Francisella tularensis subsp. holarctica FTT_1
ftv	FTV	Francisella tularensis subsp. holarctica VT68
ftz	FTZ	Francisella tularensis subsp. holarctica 425
ftm	FTM	Francisella tularensis subsp. mediasiatica FSC147
ftn	FTN	Francisella tularensis subsp. novicida U112
ftx	FTX	Francisella tularensis subsp. novicida U112
ftd	FTD	Francisella tularensis subsp. novicida F6168
fty	FTY	Francisella tularensis subsp. novicida DPG 3A-IS
fcf	FCF	Francisella cf. novicida Fx1
fcn	FCN	Francisella hispaniensis 3523
fhi	FHI	Francisella hispaniensis FSC454
fph	FPH	Francisella philomiragia subsp. philomiragia ATCC 25017
fpt	FPT	Francisella philomiragia subsp. philomiragia ATCC 25015 O#319L
fpi	FPI	Francisella philomiragia O#319-029
fpm	FPM	Francisella philomiragia O#319-036
fpx	FPX	Francisella philomiragia O#319-067
fpz	FPZ	Francisella philomiragia GA01-2794
fpj	FPJ	Francisella philomiragia GA01-2801
frt	FRT	Francisella salina
fna	FNA	Francisella orientalis Toba 04
fnl	FNL	Francisella orientalis LADL 07-285A
frf	FRF	Candidatus Francisella endociliophora
fper	FP3	Francisella persica
fha	FHA	Francisella halioticida
frx	FRX	Francisella uliginis
frm	FRM	Francisella sp. MA067296
frc	FRC	Francisella frigiditurris
fad	FAD	Francisella adeliensis
fmi	FMI	Francisella marina
foo	FOO	Francisella opportunistica
fnn	FNN	Francisella noatunensis subsp. noatunensis
fsr	FSR	Francisella salimarina
frl	FRL	Francisella sp. LA112445
fgu	FGU	Allofrancisella guangzhouensis
afri	AF8	Allofrancisella frigidaquae
aii	AII	Allofrancisella inopinata
tcx	TCX	Hydrogenovibrio crunogenus
htr	HTR	Hydrogenovibrio thermophilus
hmar	HM1	Hydrogenovibrio marinus
tcy	TCY	Thiomicrospira cyclica
tao	TAO	Thiomicrospira aerophila
thio	TH7	Thiomicrospira sp. S5
tmh	TMH	Thiomicrospira microaerophila
mej	MEJ	Methylophaga nitratireducenticrescens
mec	MEC	Methylophaga frappieri
mpin	MP9	Methylophaga pinxianii
mmaf	MMC	Methylophaga marina
mtha	MT4	Methylophaga thalassica
cyq	CYQ	Cycloclasticus sp. P1
cza	CZA	Cycloclasticus zancles
cyy	CYY	Cycloclasticus sp. PY97N
psal	PS	Piscirickettsia salmonis
thig	TH8	Thiomicrorhabdus sediminis
txa	TXA	Thiomicrorhabdus xiamenensis
tib	TIB	Thiomicrorhabdus immobilis
tlh	TLH	Thiomicrorhabdus lithotrophica
tse	TSE	Thiosulfatimonas sediminis
tzo	TZO	Thiosulfativibrio zosterae
tig	TIG	Thioploca ingrica
blep	BL2	Beggiatoa leptomitoformis
this	TH9	Candidatus Thiothrix singaporensis
tun	TUN	Thiothrix unzii
tlo	TLO	Thiothrix litoralis
tsb	TSB	Thiothrix subterranea
tani	TAC	Candidatus Thiothrix anitrata
twn	TWN	Thiothrix winogradskyi
tlc	TLC	Thiothrix lacustris
tsj	TSJ	Candidatus Thiothrix sulfatifontis
tput	TP7	Candidatus Thiothrix putei
tdu	TDU	Candidatus Thiocaldithrix dubininis
cys	CYS	Cysteiniphilum sp. QT6929
noc	NOC	Nitrosococcus oceani
nhl	NHL	Nitrosococcus halophilus
nwa	NWA	Nitrosococcus watsonii
nwr	NWR	Nitrosococcus wardiae
alv	ALV	Allochromatium vinosum
atep	AT5	Allochromatium tepidum
tvi	TVI	Thiocystis violascens
tmb	TMB	Thioflavicoccus mobilis
mpur	MPA	Marichromatium purpuratum
ntt	NTT	Candidatus Nitrosoglobus terrae
tsy	TSY	Candidatus Thiodictyon syntrophicum
rhh	RHH	Rheinheimera sp. D18
rhei	RH3	Rheinheimera sp. F8
ttp	TTP	Thermochromatium tepidum
ntg	NTG	Candidatus Nitrosacidococcus tergens
thip	THA	Thiohalocapsa sp. PB-PSB1
cjap	CJ1	Caldichromatium japonicum
thim	THB	Thiocapsa sp. M50B4
tbog	TB2	Thiocapsa bogorovii
tlr	TLR	Thiorhodovibrio litoralis
tfri	TF1	Thiorhodovibrio frisius
twg	TWG	Thiorhodovibrio winogradskyi
aeh	AEH	Alkalilimnicola ehrlichii
hha	HHA	Halorhodospira halophila
hhk	HHK	Halorhodospira halochloris
hhc	HHC	Ectothiorhodospira haloalkaliphila
ebs	EBS	Ectothiorhodospira sp. BSL-9
tgr	TGR	Thioalkalivibrio sulfidiphilus
tkm	TKM	Thioalkalivibrio sp. K90mix
tni	TNI	Thioalkalivibrio nitratireducens
tti	TTI	Thioalkalivibrio paradoxus
tvr	TVR	Thioalkalivibrio versutus
ssal	SSF	Spiribacter salinus
spiu	SPI	Spiribacter curvatus
sros	SR3	Spiribacter roseus
spiz	SPJ	Spiribacter sp. 2438
shai	SHF	Sediminicurvatus halobius
aprs	APH	Acidihalobacter prosperus
aaeo	AAK	Acidihalobacter aeolianus
afy	AFY	Acidihalobacter ferrooxydans
nax	NAX	Aquisalimonas sp. 2447
ebx	EBX	Ectothiorhodospiraceae bacterium BW-2
hna	HNA	Halothiobacillus neapolitanus
haz	HAZ	Halothiobacillus diazotrophicus
wma	WMA	Wenzhouxiangella marina
wez	WEZ	Wenzhouxiangella sp. AB-CW3
gai	GAI	Granulosicoccus antarcticus
ghl	GHL	Guyparkeria halophila
tbn	TBN	Thiolapillus brandeum
eps	EPS	Candidatus Endoriftia persephonae
seds	SEd	Sedimenticola thiotaurini
mfra	MF5	Magnetovirga frankeli
tee	TEE	Candidatus Tenderia electrophaga
woc	WOC	Woeseia oceani
ttc	TTC	Thiohalobacter thiocyanaticus
thic	THC	Thiohalobacter sp. COW1
hch	HCH	Hahella chejuensis
hahe	HAF	Hahella sp. KA22
hahh	HAG	Hahella aquimaris
tcd	TCD	Thermohahella caldifontis
csa	CSA	Chromohalobacter israelensis
ccag	CCN	Chromohalobacter canadensis
hel	HEL	Halomonas elongata
hcs	HCS	Halomonas campaniensis
hak	HAK	Halomonas sp. KO116
ham	HAM	Halomonas sp. R57-5
hhu	HHU	Halomonas huangheensis
hco	HCO	Halomonas chromatireducens
hsi	HSI	Halomonas aestuarii
halo	HAH	Halomonas sp. 1513
hbe	HBE	Halomonas beimenensis
hag	HAG	Halomonas sp. GFAJ-1
haf	HAF	Halomonas sp. SF2003
hpro	HP9	Halomonas profundus
hqd	HQD	Halomonas qaidamensis
hbh	HBH	Halomonas binhaiensis
hbp	HBP	Halomonas sp. TD01
half	HAI	Halomonas alkaliantarctica
hhao	HH4	Halomonas halophila
haso	HAJ	Halomonas sp. 'Soap Lake #7'
halw	HAK	Halomonas alkalicola
hash	HAL	Halomonas sp. SH5A2
hpis	HPA	Halomonas piscis
hams	HAM	Halomonas sp. MS1
hcam	HC2	Halomonas sp. SS10-MC5
haah	HAN	Halomonas sp. A3H3
haxh	HAO	Halomonas sp. XH26
habd	HAP	Halomonas sp. BDJS001
hqn	HQN	Halomonas qinghailakensis
hafn	HAQ	Halomonas sp. FeN2
hany	HAR	Halomonas sp. NyZ770
hadn	HAS	Halomonas sp. DN3
haaz	HAT	Halomonas sp. A020
hamz	HAU	Halomonas sp. M1
hspe	HS3	Halomonas sp. A40-4
hck	HCK	Halomonas cupida
hka	HKA	Halomonas kashgarensis
hphz	HPB	Halomonas sp. H5
halk	HAV	Vreelandella alkaliphila
hvn	HVN	Vreelandella venusta MA-ZP17-13
hhh	HHH	Vreelandella venusta Y2
hol	HOL	Vreelandella olivaria
hsr	HSR	Vreelandella sulfidaeris
hpiz	HPC	Vreelandella piezotolerans
hnp	HNP	Vreelandella neptunia
htt	HTT	Vreelandella titanicae
hmd	HMD	Vreelandella aquamarina SCSIO 43005
haxi	HAW	Vreelandella aquamarina Althf1
vre	VRE	Vreelandella sp. F11
vrs	VRS	Vreelandella sp. SM1641
hsx	HSX	Billgrantia sulfidoxydans
htx	HTX	Billgrantia tianxiuensis
hsv	HSV	Billgrantia antri
hamc	HAX	Billgrantia diversa
crp	CRP	Candidatus Carsonella ruddii PV
cru	CRU	Candidatus Carsonella ruddii CE
crc	CRC	Candidatus Carsonella ruddii CS
crt	CRT	Candidatus Carsonella ruddii HT
crh	CRH	Candidatus Carsonella ruddii HC
crv	CRV	Candidatus Carsonella ruddii PC
cri	CRI	Candidatus Carsonella ruddii DC
crr	CRR	Candidatus Carsonella ruddii
crud	CR3	Candidatus Carsonella ruddii
zpl	ZPL	Zymobacter palmae
haa	HAA	Halotalea alkalilenta
cmai	CM6	Cobetia marina
camh	CAH	Cobetia amphilecti
cobe	CO4	Cobetia sp. AM6
cobb	CO5	Cobetia sp. 4B
cobd	CO6	Cobetia sp. D5
cobc	CO7	Cobetia sp. cqz5-12
kus	KUS	Kushneria konosiri
kma	KMA	Kushneria marisflavi
kuy	KUY	Kushneria phosphatilytica
paur	PA}	Pistricoccus aurantiacus
sajs	SAK	Salinicola sp. JS01
abo	ABO	Alcanivorax borkumensis
aln	ALN	Alcanivorax sp. NBRC 101098
alca	ALJ	Alcanivorax sp. ALC70
adi	ADI	Alloalcanivorax dieselolei
axe	AXE	Alloalcanivorax xenomutans
avj	AVJ	Alloalcanivorax venustensis
apac	API	Isoalcanivorax pacificus
mmw	MMW	Marinomonas sp. MWYL1
mme	MME	Marinomonas mediterranea
mpc	MPC	Marinomonas posidonica
mpri	MPB	Marinomonas primoryensis
mard	MAM	Marinomonas arctica
mfoi	MF6	Marinomonas foliarum
mprf	MPC	Marinomonas profundi
mrhi	MR2	Marinomonas rhizomae
mpon	MPD	Marinomonas pontica
math	MAN	Marinomonas sp. THO17
mrsm	MR3	Marinomonas sp. RS-M-Aa-14
tol	TOL	Thalassolituus oleivorans MIL-1
tor	TOR	Thalassolituus oleivorans R6-15
twan	TW1	Thalassolituus hydrocarboniclasticus
oai	OAI	Oleispira antarctica
mars	MAO	Marinobacterium aestuarii
mgeo	MG4	Marinobacterium iners
msec	MSC	Marinobacterium sediminicola
marl	MAP	Marinobacterium sp. LSUCC0821
mrz	MRZ	Marinobacterium rhizophilum
bsan	BS4	Bacterioplanes sanyensis
ncu	NCU	Neptunomonas concharum
njp	NJP	Neptunomonas japonica
nik	NIK	Nitrincola iocasae
bmar	BM5	Bermanella marisrubri
ajp	AJP	Amphritea japonica
vcw	VCW	Venatoribacter cucullus
bacz	BAC	Bacterioplanoides sp. SCSIO 12839
gsn	GSN	Gynuella sunshinyii
rfo	RFO	Reinekea forsetii
ome	OME	Oleiphilus messinensis
llp	LLP	Litorivicinus lipolyticus
enw	ENW	Endozoicomonas sp. SCSIO W0465
eei	EEI	Endozoicomonas euniceicola
eng	ENG	Endozoicomonas sp. GU-1
emp	EMP	Endozoicomonas montiporae
plei	PLI	Pleionea litopenaei
mmeg	MMD	Marinicellulosiphila megalodicopiae
ple	PLE	Candidatus Portiera aleyrodidarum BT-B-HRs
ply	PLY	Candidatus Portiera aleyrodidarum BT-B-HRs
plr	PLR	Candidatus Portiera aleyrodidarum BT-QVLC
plo	PLO	Candidatus Portiera aleyrodidarum BT-QVLC
pld	PLD	Candidatus Portiera aleyrodidarum TV
plb	PLB	Candidatus Portiera aleyrodidarum TV-BCN
plc	PLC	Candidatus Portiera aleyrodidarum AD-CAI
pli	PLI	Candidatus Portiera aleyrodidarum AF-CAI
paly	PA~	Candidatus Portiera aleyrodidarum MED
eme	EME	Candidatus Johnevansia muelleri
aha	AHA	Aeromonas hydrophila subsp. hydrophila ATCC 7966
ahy	AHY	Aeromonas hydrophila ML09-119
ahd	AHD	Aeromonas hydrophila YL17
ahr	AHR	Aeromonas hydrophila subsp. hydrophila AL09-71
ahp	AHP	Aeromonas hydrophila pc104A
ahj	AHJ	Aeromonas hydrophila J-1
ahh	AHH	Aeromonas hydrophila AL06-06
ahi	AHI	Aeromonas hydrophila AH10
aaj	AAJ	Aeromonas hydrophila MX16A
asa	ASA	Aeromonas salmonicida subsp. salmonicida A449
aeo	AEO	Aeromonas salmonicida O23A
avr	AVR	Aeromonas veronii B565
avo	AVO	Aeromonas veronii TH0426
amed	AMJ	Aeromonas media
asr	ASR	Aeromonas schubertii
adh	ADH	Aeromonas dhakensis
acav	AC\	Aeromonas caviae
aem	AEM	Aeromonas sp. CU5
aea	AEA	Aeromonas sp. ASNIH3
arv	ARV	Aeromonas rivipollensis
aes	AES	Aeromonas sp. ASNIH5
ael	AEL	Aeromonas encheleia
asim	ASG	Aeromonas simiae
aall	AAL	Aeromonas allosaccharophila
ajd	AJD	Aeromonas jandaei
ariv	AR8	Aeromonas rivuli
asaa	ASH	Aeromonas sanarellii
aej	AEJ	Aeromonas sp. 2692-1
abes	ABC	Aeromonas bestiarum
aero	AE1	Aeromonas sp. CA23
aerz	AE2	Aeromonas sp. 1805
aoj	AOJ	Aeromonas oralensis
amyq	AMK	Aeromonas mytilicola subsp. aquatica
tau	TAU	Tolumonas auensis
oce	OCE	Oceanimonas sp. GK1
ope	OPE	Oceanimonas pelagia
ocj	OCJ	Oceanimonas sp. AH20CE76
ocm	OCM	Oceanisphaera avium
opf	OPF	Oceanisphaera profunda
zdf	ZDF	Zobellella denitrificans
zob	ZOB	Zobellella sp. DQSA1
pagi	PA	Pseudaeromonas aegiceratis
kko	KKO	Kangiella koreensis
kge	KGE	Kangiella geojedonensis
ksd	KSD	Kangiella sediminilitoris
kpd	KPD	Kangiella profundi
kam	KAM	Kangiella aquimarina
dno	DNO	Dichelobacter nodosus
chj	CHJ	Cardiobacterium hominis
sutr	SU5	Suttonella sp. R2A3
ign	IGN	Ignatzschineria rhizosphaerae
ilv	ILV	Ignatzschineria larvae
wcn	WCN	Wohlfahrtiimonas chitiniclastica
gap	GAP	Gilliamella apicola
gaq	GAQ	Gilliamella apis
fpp	FPP	Frischella perrara
orb	ORB	Zophobihabitans entericus
omo	OMO	Orbus mooreae
owh	OWH	Orbus wheelerorum
osv	OSV	Orbus sturtevantii
ubr	UBR	Utexia brackfieldae
sdf	SDF	Steroidobacter denitrificans
sok	SOK	Solimonas sp. K1W22B-7
sini	SI5	Sinimarinibacterium sp. NLF-5-8
fce	FCE	Flagellatimonas centrodinii
gbi	GBI	Immundisolibacter cernigliae
slim	SLA	Sulfuricaulis limicola
sva	SVA	Sulfurifustis variabilis
acii	AC]	Acidiferrobacter sp. SPIII_3
aty	ATY	Acidiferrobacter thiooxydans
saln	SAL	Salinisphaera sp. LB1
gbac	GB1	Candidatus Comchoanobacter bicostacola
tsn	TSN	Candidatus Pseudothioglobus singularis
thin	THD	Candidatus Thioglobus sp. NP1
tho	THO	Candidatus Thioglobus autotrophicus
rma	RMA	Candidatus Ruthia magnifica
reo	REO	Candidatus Ruthia endofausta
vok	VOK	Candidatus Vesicomyidisocius calyptogenae
eof	EOF	Endosymbiont of Sipalinus gigas
eor	EOR	Endosymbiont of Rhynchophorus ferrugineus
eop	EOP	Endosymbiont of Pachyrhynchus infernalis
rev	REV	Candidatus Reidiella endopervernicosa
acil	AC^	Candidatus Azoamicus ciliaticola
cdiz	CD6	Celerinatantimonas diazotrophica
sade	SAM	Candidatus Steffania adelgidicola
bci	BCI	Baumannia cicadellinicola Hc
bcib	BC4	Candidatus Palibaumannia cicadellinicola BGSS
bcig	BC5	Candidatus Palibaumannia cicadellinicola B-GSS
ebh	EBH	Endosymbiont of Bathymodiolus septemdierum
bthg	BT7	Bathymodiolus thermophilus thioautotrophic gill symbiont
eag	EAG	Candidatus Ecksteinia adelgidicola
cbly	CBB	Candidatus Competibacteraceae bacterium Lyne_18-Q3-R50-59_BATAC.383_cln
gpb	GPB	Gamma proteobacterium HdN1
enm	ENM	Endosymbiont of unidentified scaly snail isolate Monju
eeu	EEU	Endosymbiont of Euscepes postfasciatus
ifo	IFO	Isorropodon fossajaponicum endosymbiont
aphf	APJ	Abyssogena phaseoliformis symbiont
nme	NME	Neisseria meningitidis MC58
nmp	NMP	Neisseria meningitidis alpha710
nmh	NMH	Neisseria meningitidis H44/76
nmd	NMD	Neisseria meningitidis G2136
nmm	NMM	Neisseria meningitidis M01-240149
nms	NMS	Neisseria meningitidis M01-240355
nmq	NMQ	Neisseria meningitidis M04-240196
nmz	NMZ	Neisseria meningitidis NZ-05/33
nma	NMA	Neisseria meningitidis Z2491
nmw	NMW	Neisseria meningitidis WUE 2594
nmx	NMX	Neisseria meningitidis 510612
nmc	NMC	Neisseria meningitidis FAM18
nmn	NMN	Neisseria meningitidis 053442
nmt	NMT	Neisseria meningitidis 8013
nmi	NMI	Neisseria meningitidis alpha14
ngo	NGO	Neisseria gonorrhoeae FA 1090
ngk	NGK	Neisseria gonorrhoeae NCCP11945
nla	NLA	Neisseria lactamica
nel	NEL	Neisseria elongata
nwe	NWE	Neisseria weaveri
nsi	NSI	Neisseria mucosa FDAARGOS_260
nmj	NMJ	Neisseria mucosa ATCC 19696
nei	NEI	Neisseria chenwenguii
nek	NEK	Neisseria sp. KEM232
nfv	NFV	Neisseria flavescens
nsf	NSF	Neisseria subflava
nzl	NZL	Neisseria zalophi
naq	NAQ	Neisseria animalis
nbl	NBL	Neisseria brasiliensis
nzo	NZO	Neisseria zoodegmatis
nci	NCI	Neisseria canis
ncz	NCZ	Neisseria cinerea
nani	NA3	Neisseria animaloris
nbc	NBC	Neisseria bacilliformis
nwd	NWD	Neisseria wadsworthii
nsg	NSG	Neisseria shayeganii
nmus	NM3	Neisseria musculi
nsc	NSC	Neisseria sicca
npf	NPF	Neisseria perflava
ndn	NDN	Neisseria dentiae
nwx	NWX	Neisseria weixii
ndu	NDU	Neisseria dumasiana
naw	NAW	Neisseria arctica
nmb	NMB	Neisseria macacae
nls	NLS	Neisseria lisongii
nln	NLN	Neisseria leonii
salv	SAN	Snodgrassella alvi
scom	SCD	Snodgrassella communis
kki	KKI	Kingella kingae
koa	KOA	Kingella oralis
kpot	KP8	Kingella potus
vff	VFF	Vitreoscilla filiformis
vit	VIT	Vitreoscilla sp. C1
vst	VST	Vitreoscilla stercoraria
vms	VMS	Vitreoscilla massiliensis
ecor	ECT	Eikenella corrodens
eex	EEX	Eikenella exigua
smur	SMD	Simonsiella muelleri
aff	AFF	Alysiella filiformis
acrs	AC_	Alysiella crassa
cste	CSH	Conchiformibius steedae
ckh	CKH	Conchiformibius kuhniae
nba	NBA	Aquella oligotrophica
ptes	PTK	Paralysiella testudinis
mcer	MCE	Morococcus cerebrosus
usu	USU	Uruburuella suis
ute	UTE	Uruburuella testudinis
wbo	WBO	Wielerella bovis
ccah	CCO	Crenobacter cavernae
cvi	CVI	Chromobacterium violaceum
cvc	CVC	Chromobacterium vaccinii
chro	CH3	Chromobacterium sp. ATCC 53434
chri	CH4	Chromobacterium phragmitis IIBBL 112-1
chrb	CH5	Chromobacterium phragmitis IIBBL 274-1
crz	CRZ	Chromobacterium rhizoryzae
chrm	CH6	Chromobacterium paludis
chae	CH7	Chromobacterium haemolyticum
csut	CSI	Chromobacterium subtsugae
chru	CH8	Chromobacterium sp. Rain0013
pse	PSE	Pseudogulbenkiania sp. NH8B
amah	AML	Aquitalea magnusonii
aqs	AQS	Aquitalea sp. USM4
vox	VOX	Vogesella sp. XCS3
iod	IOD	Iodobacter ciconiae
ifl	IFL	Iodobacter fluviatilis
jeu	JEU	Jeongeupia sp. USM3
jes	JES	Jeongeupia sp. HS-3
jwk	JWK	Jeongeupia wiesaeckerbachi
dee	DEE	Deefgea piscis
dtk	DTK	Deefgea tanakiae
chiz	CH9	Chitinibacter bivalviorum
cfon	CF6	Chitinibacter fontanus
cmav	CM7	Chitinibacter mangrovi
chic	CHA	Chitiniphilus purpureus
cari	CAI	Chitinimonas arctica
cks	CKS	Chitinimonas koreensis
lhk	LHK	Laribacter hongkongensis
aql	AQL	Aquaspirillum sp. LM1
maer	MAQ	Microvirgula aerodenitrificans
rso	RSO	Ralstonia pseudosolanacearum GMI1000
rse	RSE	Ralstonia pseudosolanacearum FQY_4
rpu	RPU	Ralstonia pseudosolanacearum RS 476
rnc	RNC	Ralstonia nicotianae
rsc	RSC	Ralstonia solanacearum CFBP2957
rsl	RSL	Ralstonia solanacearum PSI07
rsn	RSN	Ralstonia solanacearum Po82
rsm	RSM	Ralstonia solanacearum CMR15
rsy	RSY	Ralstonia solanacearum UY031
rsg	RSG	Ralstonia syzygii subsp. celebesensis
rpi	RPI	Ralstonia pickettii 12J
rpf	RPF	Ralstonia pickettii 12D
rpj	RPJ	Ralstonia pickettii DTP0602
rmn	RMN	Ralstonia mannitolilytica
rin	RIN	Ralstonia insidiosa
rwe	RWE	Ralstonia wenshanensis
reh	REH	Cupriavidus necator H16
cnc	CNC	Cupriavidus necator N-1
cuh	CUH	Cupriavidus necator NH9
reu	REU	Cupriavidus pinatubonensis JMP134
rme	RME	Cupriavidus metallidurans
cti	CTI	Cupriavidus taiwanensis
cbw	CBW	Cupriavidus basilensis
cgd	CGD	Cupriavidus gilardii
ccup	CCP	Cupriavidus sp. USMAHM13
cup	CUP	Cupriavidus malaysiensis
cuu	CUU	Cupriavidus sp. USMAA2-4
cpau	CPD	Cupriavidus pauculus
cox	COX	Cupriavidus oxalaticus
ccam	CCQ	Cupriavidus campinensis
ccax	CCR	Cupriavidus cauae
cuk	CUK	Cupriavidus sp. KK10
cnan	CN2	Cupriavidus nantongensis
cupr	CU2	Cupriavidus sp. ISTL7
cupe	CU3	Cupriavidus sp. EM10
cupp	CU4	Cupriavidus sp. P-10
